Idx,Book,Ref.,KJB Verse,KJB Word,Original,Transliteration,Definition
"336","Deu","Deu 27:22","Cursed be he that lieth with his sister, the daughter **of his father[H1]**, or the daughter of his mother. And all the people shall say, Amen","of his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"337","Deu","Deu 28:11","And the LORD shall make thee plenteous in goods, in the fruit of thy body, and in the fruit of thy cattle, and in the fruit of thy ground, in the land which the LORD sware **unto thy fathers[H1]** to give","unto thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"338","Deu","Deu 28:36","The LORD shall bring thee, and thy king which thou shalt set over thee, unto a nation **which neither thou nor thy fathers[H1]** have known; and there shalt thou serve other gods, wood and stone","which neither thou nor thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"339","Deu","Deu 28:64","And the LORD shall scatter thee among all people, from the one end of the earth even unto the other; and there thou shalt serve other gods, **which neither thou nor thy fathers[H1]** have known, even wood and stone","which neither thou nor thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"340","Deu","Deu 29:13","That he may establish thee to day for a people unto himself, and that he may be unto thee a God, as he hath said unto thee, and as he hath sworn **unto thy fathers[H1]**, to Abraham, to Isaac, and to Jacob","unto thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"341","Deu","Deu 29:25","Then men shall say, Because they have forsaken the covenant of the LORD God **of their fathers[H1]**, which he made with them when he brought them forth out of the land of Egypt","of their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"342","Deu","Deu 30:5","And the LORD thy God will bring thee into the land **which thy fathers[H1]** possessed, and thou shalt possess it; and he will do thee good, and multiply **thee above thy fathers[H1]**","which thy fathers, thee above thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"343","Deu","Deu 30:9","And the LORD thy God will make thee plenteous in every work of thine hand, in the fruit of thy body, and in the fruit of thy cattle, and in the fruit of thy land, for good: for the LORD will again rejoice over thee for good, as he rejoiced **over thy fathers[H1]**","over thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"344","Deu","Deu 30:20","That thou mayest love the LORD thy God, and that thou mayest obey his voice, and that thou mayest cleave unto him: for he is thy life, and the length of thy days: that thou mayest dwell in the land which the LORD sware **unto thy fathers[H1]**, to Abraham, to Isaac, and to Jacob, to give","unto thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"345","Deu","Deu 31:7","¶ And Moses called unto Joshua, and said unto him in the sight of all Israel, Be strong and of a good courage: for thou must go with this people unto the land which the LORD hath sworn **unto their fathers[H1]** to give them; and thou shalt cause them to inherit","unto their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"346","Deu","Deu 31:16","¶ And the LORD said unto Moses, Behold, thou shalt sleep **with thy fathers[H1]**; and this people will rise up, and go a whoring after the gods of the strangers of the land, whither they go to be among them, and will forsake me, and break my covenant which I have made","with thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"347","Deu","Deu 31:20","For when I shall have brought them into the land which I sware **unto their fathers[H1]**, that floweth with milk and honey; and they shall have eaten and filled themselves, and waxen fat; then will they turn unto other gods, and serve them, and provoke me, and break my covenant","unto their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"348","Deu","Deu 32:6","Do ye thus requite the LORD, O foolish people and unwise? **is not he thy father[H1]** that hath bought thee? hath he not made thee, and established","is not he thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"349","Deu","Deu 32:7","¶ Remember the days of old, consider the years of many generations: ask **thy father[H1]**, and he will shew thee; thy elders, and they will tell","thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"350","Deu","Deu 32:17","They sacrificed unto devils, not to God; to gods whom they knew not, to new gods that came newly up, **whom your fathers[H1]** feared","whom your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"351","Deu","Deu 33:9","Who said **unto his father[H1]** and to his mother, I have not seen him; neither did he acknowledge his brethren, nor knew his own children: for they have observed thy word, and kept thy covenant","unto his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"352","Jos","Jos 1:6","Be strong and of a good courage: for unto this people shalt thou divide for an inheritance the land, which I sware **unto their fathers[H1]** to give","unto their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"353","Jos","Jos 2:12","Now therefore, I pray you, swear unto me by the LORD, since I have shewed you kindness, that ye will also shew kindness **unto my father's[H1]** house, and give me a true token","unto my fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"354","Jos","Jos 2:13","And that ye will save alive **my father[H1]**, and my mother, and my brethren, and my sisters, and all that they have, and deliver our lives from death","my father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"355","Jos","Jos 2:18","Behold, when we come into the land, thou shalt bind this line of scarlet thread in the window which thou didst let us down by: and thou shalt bring **thy father[H1]**, and thy mother, and thy brethren, **and all thy father's[H1]** household, home","thy father, and all thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
